,code,Total_delay,count,name,city
101,EWR,49151.26666666667,978,Newark International Airport,Newark
102,EYW,677.1166666666667,114177,Key West International Airport,Key West
103,FAI,1026.3333333333333,1446,Fairbanks International Airport,Fairbanks
104,FAR,1746.4,4397,Hector International Airport,Fargo
105,FAT,4191.5,5650,Fresno Yosemite International Airport,Fresno
106,FAY,1456.1333333333334,12257,Fayetteville Regional Airport,Fayetteville
107,FCA,447.98333333333335,3755,Glacier Park International Airport,Kalispell
108,FLG,326.45,2233,Flagstaff Pulliam Airport,Flagstaff
109,FLL,24338.15,2004,Fort Lauderdale Hollywood International Airport,Dania Beach
110,FLO,145.73333333333332,62373,Florence Regional Airport,Florence
111,FNT,2053.0833333333335,283,Bishop International Airport,Flint
112,FSD,2466.733333333333,5689,Sioux Falls Regional Airport,Sioux Falls
113,FSM,516.5333333333333,6448,Smith Field Airport,Fort Smith
114,FWA,2045.1333333333334,1872,Fort Wayne Municipal Airport-Baer Field,Fort Wayne
115,GCC,351.6333333333333,5050,Gillette Campbell County Airport,Gillette
116,GEG,3338.016666666667,1457,Spokane International Airport,Spokane
117,GFK,526.3166666666667,13468,Grand Forks Mark Andrews International Airport,Grand Forks
118,GGG,144.88333333333333,1711,Gregg County Airport,Longview
119,GJT,1273.3166666666666,577,Walker Field Airport,Grand Junction
120,GNV,1095.7666666666667,5470,Gainesville Regional Airport,Gainesville
121,GPT,2764.366666666667,2350,Gulfport Biloxi Regional Airport,Gulfport
122,GRB,2420.616666666667,6844,Austin Straubel International Airport,Green Bay
124,GRR,4861.216666666666,3057,Gerald R. Ford International Airport,Grand Rapids
125,GSO,4270.35,13229,Triad International Airport,Greensboro
126,GSP,3879.116666666667,9936,Greenville Spartanburg International Airport,Greer
127,GST,26.166666666666668,10084,Gustavus Airport,Gustavus
128,GTF,360.2,69,Great Falls International Airport,Great Falls
129,GTR,200.6,1898,Golden Triangle Regional Airport,Columbus
130,GUC,333.4166666666667,636,Gunnison County Airport,Gunnison
131,GUM,2.066666666666667,881,Antonio B Won Pat International Airport,Hagåtña
132,HDN,497.2,10,Yampa Valley Airport,Hayden
133,HLN,268.45,1673,Helena Regional Airport,Helena
134,HNL,9034.6,1644,Honolulu International Airport,Honolulu
135,HOU,22820.9,53414,William P Hobby Airport,Houston
136,HPN,4554.166666666667,52412,Westchester County Airport,Purchase
137,HRL,1270.45,10933,Grande Valley International Airport,Harlingen
138,HSV,3692.5833333333335,5170,Huntsville International Airport,Huntsville
139,HTS,46.666666666666664,11106,Tri State Walker Long Field Airport,Huntington
140,IAD,26884.2,276,Dulles International Airport,Washington
141,IAH,57714.26666666667,76973,George Bush Intercontinental Airport,Houston
142,ICT,3970.883333333333,183233,Wichita Mid-Continent Airport,Wichita
143,IDA,514.0833333333334,12541,Fanning Field Airport,Idaho Falls
144,ILM,1350.5833333333333,2722,Wilmington International Airport,Wilmington
145,IND,13272.216666666667,3956,Indianapolis International Airport,Indianapolis
146,IPL,111.95,37025,Imperial County Airport,Imperial
147,ISP,2040.1,729,Long Island Macarthur Airport,Ronkonkoma
148,ITH,308.9166666666667,7952,Tompkins County Airport,Ithaca
149,ITO,870.35,947,Hilo International Airport,Hilo
150,IYK,68.85,7220,Inyokern Airport,Inyokern
151,JAC,1197.1166666666666,1008,Jackson Hole Airport,Jackson
152,JAN,4512.866666666667,3436,Jackson International Airport,Pearl
153,JAX,8904.35,12135,Jacksonville International Airport,Jacksonville
154,JFK,51367.45,29590,John F Kennedy International Airport,Jamaica
155,JNU,1367.35,112030,Juneau International Airport,Juneau
156,KOA,1770.9833333333333,4177,Kailua-Kona International Airport,Kailua Kona
157,KTN,626.1666666666666,11751,Ketchikan International Airport,Ketchikan
158,LAN,997.95,2372,Lansing Capital City Airport,Lansing
159,LAS,50168.51666666667,3622,Mccarran International Airport,Las Vegas
160,LAX,61536.816666666666,145237,Los Angeles International Airport,Los Angeles
161,LBB,2337.3166666666666,199676,Lubbock International Airport,Lubbock
162,LCH,230.48333333333332,8091,Lake Charles Regional Airport,Lake Charles
163,LEX,3776.4333333333334,1015,Blue Grass Field,Lexington
164,LFT,1597.9833333333333,9771,Lafayette Regional Airport,Lafayette
165,LGA,36311.96666666667,5514,LaGuardia Airport,Flushing
166,LGB,4994.066666666667,102556,Long Beach Daugherty Field Airport,Long Beach
167,LIH,1793.0666666666666,13812,Lihue Airport,Lihue
168,LIT,7425.666666666667,11719,Adams Field Airport,Little Rock
169,LMT,1086.2666666666667,19540,Klamath Falls International Airport,Klamath Falls
170,LNK,1088.5166666666667,1365,Lincoln Municipal Airport,Lincoln
171,LRD,788.6166666666667,2938,Laredo International Airport,Laredo
172,LSE,882.6166666666667,2646,La Crosse Municipal Airport,La Crosse
173,LWB,248.51666666666668,3255,Greenbrier Valley Airport,Lewisburg
174,LWS,94.6,409,Lewiston Nez Perce County Airport,Lewiston
175,LYH,309.8,750,Lynchburg Regional Airport,Lynchburg
176,MAF,2002.4166666666667,940,Midland International Airport,Midland
177,MBS,1137.2,7403,MBS International Airport,Freeland
178,MCI,16807.766666666666,3982,Kansas City International Airport,Kansas City
179,MCO,42532.21666666667,50270,Orlando International Airport,Orlando
180,MDT,1835.4666666666667,122317,Harrisburg International Airport,Middletown
181,MDW,37245.26666666667,5923,Chicago Midway International Airport,Chicago
182,MEI,277.3333333333333,84694,Key Field Airport,Meridian
183,MEM,25020.0,677,Memphis International Airport,Memphis
184,MFE,1154.85,78280,Miller International Airport,Mcallen
185,MFR,2180.3166666666666,4406,Rogue Valley International-Medford Airport,Central Point
186,MGM,1708.85,4367,Montgomery Regional Airport,Montgomery
187,MHK,450.7,4571,Manhattan Municipal Airport,Manhattan
188,MHT,3958.4,1041,Manchester-Boston Regional Airport,Manchester
189,MIA,32207.766666666666,13883,Miami International Airport,Miami
190,MKE,16696.266666666666,69556,General Mitchell International Airport,Milwaukee
191,MKG,224.31666666666666,45128,Muskegon County Airport,Muskegon
192,MLB,855.0666666666667,693,Melbourne International Airport,Melbourne
193,MLI,2501.1833333333334,1896,Quad City Airport,Coal Valley
194,MLU,878.7,6846,Monroe Regional Airport,Monroe
196,MOB,2508.616666666667,16,Mobile Regional Airport,Mobile
197,MOD,1000.0666666666667,6891,Modesto City County Airport-Harry Sham Field,Modesto
198,MOT,480.73333333333335,1723,Minot International Airport,Minot
199,MQT,265.28333333333336,1291,Sawyer International Airport,Marquette
200,MRY,2430.65,993,Monterey Peninsula Airport,Monterey
201,MSN,3783.983333333333,5614,Dane County Regional Airport-Truax Field,Madison
202,MSO,793.4,9952,Missoula International Airport,Missoula
203,MSP,47620.98333333333,3265,Minneapolis St Paul International Airport,St. Paul
204,MSY,12203.933333333332,125802,New Orleans International Airport,Kenner
205,MTJ,809.1,38274,Montrose Regional Airport,Montrose
208,OAJ,647.1166666666667,4074,Albert J Ellis Airport,Richlands
209,OAK,13061.883333333333,1463,Oakland International Airport,Oakland
210,OGG,3357.55,47076,Kahului Airport,Kahului
211,OKC,6792.85,20658,Will Rogers World Airport,Oklahoma City
212,OMA,7865.75,21952,Eppley Airfield,Omaha
213,OME,345.98333333333335,24894,Nome Airport,Nome
214,ONT,6574.95,1083,Ontario International Airport,Ontario
215,ORD,128999.21666666666,24519,Chicago O'Hare International Airport,Chicago
216,ORF,5517.05,313399,Norfolk International Airport,Norfolk
217,OTH,1582.6,16053,North Bend Municipal Airport,North Bend
218,OTZ,298.78333333333336,1331,Ralph Wien Memorial Airport,Kotzebue
219,OXR,54.666666666666664,1082,Oxnard Airport,Oxnard
220,PAH,301.75,452,Barkley Regional Airport,West Paducah
221,PBI,9640.516666666666,647,Palm Beach International Airport,West Palm Beach
222,PDX,12096.083333333334,25910,Portland International Airport,Portland
223,PFN,638.9833333333333,52785,Panama City Bay County Airport,Panama City
224,PHF,2093.85,1566,Newport News-Williamsburg International Airport,Newport News
225,PHL,31657.1,5685,Philadelphia International Airport,Philadelphia
226,PHX,50758.61666666667,88620,Sky Harbor International Airport,Phoenix
227,PIA,1245.45,181319,Greater Peoria Regional Airport,Peoria
228,PIE,2.466666666666667,3753,St. Petersburg-Clearwater International Airport,Clearwater
229,PIH,244.68333333333334,34,Pocatello Municipal Airport,Pocatello
230,PIT,12282.15,1403,Pittsburgh International Airport,Coraopolis
231,PLN,144.4,37433,Pellston Regional Airport,Pellston
232,PNS,3682.2833333333333,370,Pensacola Regional Airport,Pensacola
233,PSC,781.6166666666667,10842,Tri Cities Airport,Pasco
234,PSE,174.58333333333334,3487,Mercedita Airport,Coto Laurel
235,PSG,219.46666666666667,754,Petersburg James A Johnson Airport,Petersburg
236,PSP,3668.1,724,Palm Springs International Airport,Palm Springs
237,PVD,5702.066666666667,11330,Theodore Francis Green State Airport,Warwick
238,PWM,2693.3166666666666,18996,Jetport International Airport,Portland
239,RAP,1945.4,7229,Rapid City Regional Airport,Rapid City
240,RDD,562.8,5768,Redding Municipal Airport,Redding
241,RDM,803.3666666666667,1448,Roberts Field Airport,Redmond
242,RDU,16641.5,3133,Durham International Airport,Raleigh/Durham
243,RIC,6194.4,48924,Richmond International Airport,Richmond
244,RKS,559.0666666666667,17215,Rock Springs-Sweetwater County Airport,Rock Springs
245,RNO,6265.65,1823,Reno-Tahoe International Airport,Reno
246,ROA,1543.25,20715,Roanoke Regional Airport-Woodrum Field,Roanoke
247,ROC,5372.5,3518,Greater Rochester International Airport,Rochester
248,ROW,373.6333333333333,13774,Roswell Industrial Air Center,Roswell
249,RST,1074.2833333333333,1164,Rochester International Airport,Rochester
250,RSW,9261.033333333333,3492,Southwest Florida International Airport,Fort Myers
252,SAN,22607.816666666666,1286,San Diego International Airport,San Diego
253,SAT,11304.383333333333,78662,San Antonio International Airport,San Antonio
254,SAV,4643.933333333333,38842,Savannah International Airport,Savannah
255,SBA,3868.7166666666667,11048,Santa Barbara Municipal Airport,Goleta
256,SBN,1925.6833333333334,11055,South Bend Regional Airport,South Bend
257,SBP,2086.733333333333,4827,San Luis Obispo County Airport,San Luis Obispo
258,SCC,234.58333333333334,4751,Deadhorse Airport,Prudhoe Bay
259,SCE,302.03333333333336,680,University Park Airport,State College
260,SDF,6760.75,980,Louisville International Airport,Louisville
261,SEA,22158.766666666666,18425,Tacoma International Airport,Seattle
262,SFO,69112.75,98598,San Francisco International Airport,San Francisco
263,SGF,3081.2166666666667,140002,Springfield Regional Airport,Springfield
264,SGU,421.6166666666667,8250,St George Municipal Airport,St. George
265,SHV,1314.0166666666667,2347,Shreveport Regional Airport,Shreveport
266,SIT,422.78333333333336,4927,Sitka Airport,Sitka
267,SJC,10891.5,1273,Norman Y Mineta San Jose International Airport,San Jose
268,SJT,88.36666666666666,41472,Mathis Field Airport,San Angelo
269,SJU,8737.066666666668,341,Luis Munoz Marin Airport,Carolina
270,SLC,35598.15,22026,Salt Lake City International Airport,Salt Lake City
271,SMF,12771.083333333334,124697,Sacramento International Airport,Sacramento
272,SMX,229.93333333333334,44527,Santa Maria Public Airport,Santa Maria
273,SNA,11339.133333333333,1398,John Wayne Airport,Santa Ana
274,SPI,602.2333333333333,41749,Capital Airport,Springfield
276,SRQ,2005.1,387,Sarasota Bradenton Airport,Sarasota
277,STL,20894.4,5827,Lambert St Louis International Airport,St. Louis
278,STT,1362.5333333333333,56933,Cyril E King International Airport,Charlotte Amalie
279,STX,227.41666666666666,2999,Henry E Rohlson International Airport,Frederiksted
280,SUN,407.21666666666664,478,Friedman Memorial Airport,Hailey
281,SUX,33.81666666666667,2292,Sioux Gateway Airport,Sioux City
282,SWF,730.35,151,Stewart International Airport,New Windsor
283,SYR,4654.666666666667,2119,Hancock International Airport,Syracuse
284,TEX,22.266666666666666,11051,Telluride Regional Airport,Telluride
285,TLH,2748.733333333333,183,Tallahassee Regional Airport,Tallahassee
286,TOL,413.1333333333333,6038,Toledo Express Airport,Swanton
287,TPA,21876.35,985,Tampa International Airport,Tampa
288,TRI,1141.25,68763,Tri-Cities Regional Airport,Blountville
289,TUL,5871.366666666667,3352,Tulsa International Airport,Tulsa
290,TUS,5084.083333333333,20366,Tucson International Airport,Tucson
291,TVC,1748.7666666666667,22399,Cherry Capital Airport,Traverse City
292,TWF,354.46666666666664,4767,Twin Falls-Sun Valley Regional Airport,Twin Falls
293,TXK,413.45,1459,Texarkana Regional Airport,Texarkana
294,TYR,196.0,1289,Tyler Pounds Field Airport,Tyler
295,TYS,5489.283333333334,727,Mcghee Tyson Airport,Knoxville
297,VLD,354.6333333333333,138,Valdosta Regional Airport,Valdosta
298,VPS,3125.616666666667,1043,Eglin Air Force Base,Eglin Village
300,WYS,23.883333333333333,724,Yellowstone Airport,West Yellowstone
301,XNA,5858.466666666666,259,Northwest Arkansas Regional Airport,Bentonville
302,YAK,198.48333333333332,13846,Yakutat Airport,Yakutat
303,YUM,730.4,722,Yuma International Airport,Yuma
