,code,Total_delay,count,name,city
189,MOB,2598.5,6691,Mobile Regional Airport,Mobile
190,MOD,975.3166666666667,1679,Modesto City County Airport-Harry Sham Field,Modesto
191,MOT,107.16666666666667,332,Minot International Airport,Minot
192,MQT,219.1,833,Sawyer International Airport,Marquette
193,MRY,1983.6,6087,Monterey Peninsula Airport,Monterey
194,MSN,4062.8,12902,Dane County Regional Airport-Truax Field,Madison
195,MSO,799.2833333333333,3181,Missoula International Airport,Missoula
196,MSP,34611.65,119732,Minneapolis St Paul International Airport,St. Paul
197,MSY,11370.7,35755,New Orleans International Airport,Kenner
198,MTJ,1005.7,2587,Montrose Regional Airport,Montrose
201,OAJ,801.45,1574,Albert J Ellis Airport,Richlands
202,OAK,10069.633333333333,49707,Oakland International Airport,Oakland
203,OGG,3731.2166666666667,20628,Kahului Airport,Kahului
204,OKC,6512.716666666666,22050,Will Rogers World Airport,Oklahoma City
205,OMA,8270.05,25592,Eppley Airfield,Omaha
206,OME,378.1,1082,Nome Airport,Nome
207,ONT,5714.783333333334,25453,Ontario International Airport,Ontario
208,ORD,123971.08333333333,313848,Chicago O'Hare International Airport,Chicago
209,ORF,5745.316666666667,15238,Norfolk International Airport,Norfolk
210,OTH,803.0166666666667,1396,North Bend Municipal Airport,North Bend
211,OTZ,407.8666666666667,1079,Ralph Wien Memorial Airport,Kotzebue
212,OXR,130.1,1171,Oxnard Airport,Oxnard
213,PBI,11308.583333333334,25500,Palm Beach International Airport,West Palm Beach
214,PDX,11596.05,52242,Portland International Airport,Portland
215,PFN,1949.55,3812,Panama City Bay County Airport,Panama City
216,PHF,2847.883333333333,5962,Newport News-Williamsburg International Airport,Newport News
217,PHL,42212.88333333333,92846,Philadelphia International Airport,Philadelphia
218,PHX,49275.78333333333,183502,Sky Harbor International Airport,Phoenix
219,PIA,1355.5166666666667,4864,Greater Peoria Regional Airport,Peoria
220,PIH,148.38333333333333,1436,Pocatello Municipal Airport,Pocatello
221,PIR,3.216666666666667,3,Pierre Municipal Airport,Pierre
222,PIT,12693.116666666667,34708,Pittsburgh International Airport,Coraopolis
223,PLN,119.43333333333334,359,Pellston Regional Airport,Pellston
224,PNS,3765.633333333333,9494,Pensacola Regional Airport,Pensacola
225,PSC,478.7,2870,Tri Cities Airport,Pasco
226,PSE,115.51666666666667,698,Mercedita Airport,Coto Laurel
227,PSG,385.6166666666667,662,Petersburg James A Johnson Airport,Petersburg
228,PSP,2850.866666666667,11276,Palm Springs International Airport,Palm Springs
229,PVD,6681.833333333333,18274,Theodore Francis Green State Airport,Warwick
230,PWM,2721.233333333333,6508,Jetport International Airport,Portland
231,RAP,1112.9166666666667,3864,Rapid City Regional Airport,Rapid City
232,RDD,745.5166666666667,1433,Redding Municipal Airport,Redding
233,RDM,799.1,3176,Roberts Field Airport,Redmond
234,RDU,20495.2,53382,Durham International Airport,Raleigh/Durham
235,RHI,7.083333333333333,41,Rhinelander-Oneida County Airport,Rhinelander
236,RIC,7092.966666666666,16913,Richmond International Airport,Richmond
237,RKS,445.1666666666667,1767,Rock Springs-Sweetwater County Airport,Rock Springs
238,RNO,4778.733333333334,19316,Reno-Tahoe International Airport,Reno
239,ROA,1641.6833333333334,3730,Roanoke Regional Airport-Woodrum Field,Roanoke
240,ROC,5662.2,13126,Greater Rochester International Airport,Rochester
241,ROW,386.51666666666665,1114,Roswell Industrial Air Center,Roswell
242,RST,804.4,2861,Rochester International Airport,Rochester
243,RSW,8869.6,26306,Southwest Florida International Airport,Fort Myers
245,SAN,20427.233333333334,82747,San Diego International Airport,San Diego
246,SAT,9964.983333333334,38068,San Antonio International Airport,San Antonio
247,SAV,5367.383333333333,11172,Savannah International Airport,Savannah
248,SBA,3219.3333333333335,11399,Santa Barbara Municipal Airport,Goleta
249,SBN,1982.1,4526,South Bend Regional Airport,South Bend
250,SBP,1592.3166666666666,4073,San Luis Obispo County Airport,San Luis Obispo
251,SCC,216.96666666666667,700,Deadhorse Airport,Prudhoe Bay
252,SCE,168.36666666666667,830,University Park Airport,State College
253,SDF,7501.183333333333,19028,Louisville International Airport,Louisville
254,SEA,25610.616666666665,100948,Tacoma International Airport,Seattle
255,SFO,55544.333333333336,136488,San Francisco International Airport,San Francisco
256,SGF,3541.7,8370,Springfield Regional Airport,Springfield
257,SGU,294.4166666666667,2797,St George Municipal Airport,St. George
258,SHV,1745.35,5235,Shreveport Regional Airport,Shreveport
259,SIT,517.2333333333333,1347,Sitka Airport,Sitka
260,SJC,10054.266666666666,48809,Norman Y Mineta San Jose International Airport,San Jose
261,SJT,215.65,530,Mathis Field Airport,San Angelo
262,SJU,8335.166666666666,21200,Luis Munoz Marin Airport,Carolina
263,SLC,29737.75,131694,Salt Lake City International Airport,Salt Lake City
264,SMF,10967.483333333334,45692,Sacramento International Airport,Sacramento
265,SMX,182.31666666666666,1372,Santa Maria Public Airport,Santa Maria
266,SNA,10794.883333333333,45876,John Wayne Airport,Santa Ana
267,SPI,543.0333333333333,1442,Capital Airport,Springfield
269,SRQ,2590.2166666666667,5684,Sarasota Bradenton Airport,Sarasota
270,STL,17755.033333333333,58702,Lambert St Louis International Airport,St. Louis
271,STT,989.7,2984,Cyril E King International Airport,Charlotte Amalie
272,STX,198.33333333333334,451,Henry E Rohlson International Airport,Frederiksted
273,SUN,391.76666666666665,2465,Friedman Memorial Airport,Hailey
274,SUX,3.9,56,Sioux Gateway Airport,Sioux City
275,SWF,736.9333333333333,2119,Stewart International Airport,New Windsor
276,SYR,3622.4,9336,Hancock International Airport,Syracuse
277,TEX,39.416666666666664,176,Telluride Regional Airport,Telluride
278,TLH,2946.5,5806,Tallahassee Regional Airport,Tallahassee
279,TOL,298.35,1352,Toledo Express Airport,Swanton
280,TPA,22382.833333333332,69000,Tampa International Airport,Tampa
281,TRI,1140.4166666666667,2612,Tri-Cities Regional Airport,Blountville
282,TUL,5716.616666666667,20735,Tulsa International Airport,Tulsa
283,TUS,4739.183333333333,21786,Tucson International Airport,Tucson
284,TVC,1443.4333333333334,4578,Cherry Capital Airport,Traverse City
285,TWF,163.95,1514,Twin Falls-Sun Valley Regional Airport,Twin Falls
286,TXK,402.8,1353,Texarkana Regional Airport,Texarkana
287,TYR,462.3833333333333,1315,Tyler Pounds Field Airport,Tyler
288,TYS,5370.95,14259,Mcghee Tyson Airport,Knoxville
289,VLD,485.18333333333334,1046,Valdosta Regional Airport,Valdosta
290,VPS,3318.5833333333335,6959,Eglin Air Force Base,Eglin Village
292,WYS,17.683333333333334,340,Yellowstone Airport,West Yellowstone
293,XNA,5568.466666666666,13755,Northwest Arkansas Regional Airport,Bentonville
294,YAK,393.85,719,Yakutat Airport,Yakutat
295,YUM,527.9,3194,Yuma International Airport,Yuma
