code,count,number,lat,lon,name,city
ABE,0.3581233603400832,637,40.6514,-75.4342,Lehigh Valley International Airport,Allentown
ABI,0.3980784623399875,16,32.4164,-99.6803,Abilene Regional Airport,Abilene
ABQ,0.016721123156603845,6463,35.0494,-106.625,Albuquerque International Airport,Albuquerque
ABR,0.38334461635290523,245,45.4536,-98.4189,Aberdeen Regional Airport,Aberdeen
ABY,0.38784841206948056,175,31.5328,-84.1867,Southwest Georgia Regional Airport,Albany
ACK,0.3771036422885079,342,41.2568,-70.0649,Nantucket Memorial Airport,Nantucket
ACT,0.39331730686817923,90,31.609,-97.2234,Waco Regional Airport,Waco
ACV,0.37382230540928874,393,40.9698,-124.108,Arcata Airport,Mckinleyville
ACY,0.34268177502611047,877,39.4512,-74.5716,Atlantic City International Airport,Egg Harbor City
ADK,0.39608392423693267,47,51.88,-176.639,Adak Airport,Adak
ADQ,0.3899072901113436,143,57.7545,-152.512,Kodiak Airport,Kodiak
AEX,0.36938284963152157,462,31.323,-92.5417,Alexandria International Airport,Alexandria
AGS,0.35381258443993246,704,33.3735,-81.9732,Bush Field Airport,Augusta
AKN,0.3980784623399875,16,58.6775,-156.655,King Salmon Airport,King Salmon
ALB,0.2040935468332056,3031,42.7426,-73.809,Albany International Airport,Latham
ALO,0.3872693526202066,184,42.5509,-92.3951,Waterloo Municipal Airport,Waterloo
AMA,0.35400560425635713,701,35.2177,-101.706,Amarillo International Airport,Amarillo
ANC,0.11916482760635581,4351,61.1767,-149.961,Anchorage International Airport,Anchorage
APN,0.3839236758021792,236,45.07,-83.5683,Alpena County Regional Airport,Alpena
ASE,0.27634729811483616,1908,39.2197,-106.864,Aspen Pitkin County Airport-Sardy Field,Aspen
ATL,7.618484893347742,124613,33.6558,-84.4333,Hartsfield-Jackson Atlanta International Airport,Atlanta
ATW,0.35773732070723385,643,44.2603,-88.5111,Outagamie County Airport,Appleton
AUS,0.8355755243688139,19190,30.2027,-97.6653,Austin-Bergstrom International Airport,Austin
AVL,0.31758919889090487,1267,35.4349,-82.5373,Asheville Regional Airport,Fletcher
AVP,0.36397829477163113,546,41.3354,-75.7294,Wilkes Barre Scranton International Airport,Pittston
AZO,0.36191941672976813,578,42.2398,-85.5563,Kalamazoo-Battle Creek International Airport,Kalamazoo
BDL,0.018265281688001116,6487,41.9271,-72.6816,Bradley International Airport,Windsor Locks
BET,0.38572519408880934,208,60.7788,-161.847,Bethel Airport,Bethel
BFL,0.3702836087748366,448,35.4288,-119.044,Kern County-Meadows Field Airport,Bakersfield
BGM,0.3848244349454943,222,42.2082,-75.9825,Greater Binghamton Edwin A Link Field Airport,Johnson City
BGR,0.375366463940686,369,44.8086,-68.8167,Bangor International Airport,Bangor
BHM,0.1717948975514794,3533,33.5604,-86.7492,Birmingham International Airport,Birmingham
